,NOIf,NOS,NOV,MDOA,NOL,CC,NOD,HD,HV,HE,NM,NOE,NOC,NOIter,NONo,NONK,MDON,SODON,MW,NONe,LC,FC,BC
NM,0.3520292071800286,0.5587040454373555,0.2516132978247877,0.4173248896439647,0.6057169679724431,0.7003661385792429,0.059132370663012114,0.6412847715863902,0.5817555293466574,0.5136445450651943,1.0,0.41655179826501076,0.061469243257272044,0.2831866425093865,0.5450293914641675,0.4404800052641918,0.1338709322753225,0.40659035704904656,0.4753352516208088,0.4350245597637154,0.23090170829839568,0.22558720417482192,0.24565791593544778
NOE,0.2204980692596871,0.6731764234116028,0.014362393159291274,0.2580726386659328,0.5551622563146302,0.4184327129649459,0.010363704390635648,0.40713809478937246,0.40343128857044697,0.3726602675410846,0.41655179826501076,1.0,0.13574446251153308,0.23768710661883038,0.5933753557967409,0.292376030999198,-0.07748234949148045,0.30410472939879285,0.5784750069001787,0.3934799151547945,0.13175539386141208,0.12196210071684796,0.14833302217115052
NOC,0.025336932594979957,0.1195917620192201,-0.05844001697137994,0.09229978841774994,0.04806476671496232,0.048314557383239976,0.010358507077086762,0.03390909880162304,0.019347592590283545,0.015791786563646135,0.061469243257272044,0.13574446251153308,1.0,-0.014505760661194371,0.09816637949428943,0.17835842887271042,-0.07082017678884185,0.023688178663025927,0.08074865757793025,0.04579009296453947,0.03194485945863899,0.021152731952172855,0.04482911910786696
NOIter,0.20747338500290954,0.3735795526310937,0.3383902174098055,0.18774936235621048,0.3252398719127638,0.4221442174367461,0.00971753610703516,0.30594566105027254,0.27528320553425034,0.27441126739682903,0.2831866425093865,0.23768710661883038,-0.014505760661194371,1.0,0.34093834511291965,0.3276586968086366,0.35606130529090824,0.6331926234891071,0.34743993599507533,0.5945441425884015,0.40940115577413644,0.400318553892575,0.4160229109725278
NONo,0.45536323432599823,0.8155851517360168,0.33641067169304456,0.3852824765141533,0.8021547260566336,0.6178306717480243,0.043752059333189444,0.5291096404326691,0.5317455278264628,0.49179035582857084,0.5450293914641675,0.5933753557967409,0.09816637949428943,0.34093834511291965,1.0,0.5265102857321118,0.18080343096307466,0.5323176084704243,0.8045880113782279,0.5488104895667223,0.2269534165170009,0.215978393190155,0.24193152198484638
NONK,0.43921637218460025,0.4873315164495646,0.4216856582459557,0.46685924343902246,0.5082190270919065,0.49491808509862883,0.04542262826155755,0.41558070130139696,0.40006189935632963,0.38783406378065377,0.4404800052641918,0.292376030999198,0.17835842887271042,0.3276586968086366,0.5265102857321118,1.0,0.3053529020519704,0.48287411224074567,0.4285682942200533,0.46544422825578596,0.27583632511696876,0.2623849924931215,0.2887257451272329
MDON,0.49194974363424915,0.18898743161503656,0.38553382640659517,0.18919576444264255,0.21368081680638867,0.29063703378964406,0.04585925738452445,0.1561449381079142,0.1736080021495417,0.18732582655495106,0.1338709322753225,-0.07748234949148045,-0.07082017678884185,0.35606130529090824,0.18080343096307466,0.3053529020519704,1.0,0.45946567637724933,0.14401522524409777,0.23058496650412777,0.22780641247093802,0.2307263906505031,0.22250212045871348
SODON,0.6991690103629193,0.5726890584153579,0.40509841053649615,0.31621337328769683,0.5585922331145294,0.6818250790084032,0.023564686386083774,0.45783637128836746,0.44133205405387693,0.4374230103878375,0.40659035704904656,0.30410472939879285,0.023688178663025927,0.6331926234891071,0.5323176084704243,0.48287411224074567,0.45946567637724933,1.0,0.49937985912680094,0.8936420102713469,0.3333485479639476,0.3251803100778245,0.34201777374205866
MW,0.40419338898854035,0.7404087032699842,0.3074707955086067,0.23834152168057626,0.7268190328861128,0.5432784952902011,0.03544933665105368,0.4377148460610843,0.4431326700389259,0.4057246674127505,0.4753352516208088,0.5784750069001787,0.08074865757793025,0.34743993599507533,0.8045880113782279,0.4285682942200533,0.14401522524409777,0.49937985912680094,1.0,0.5314615843200589,0.2035219872546088,0.19261559353749402,0.215265828741095
NONe,0.6183945161541463,0.5936972570354303,0.3414618276229598,0.30228084297690466,0.5691480711232746,0.6751820605761079,0.019234353657390613,0.486339236245106,0.45959559324029975,0.4524909715160834,0.4350245597637154,0.3934799151547945,0.04579009296453947,0.5945441425884015,0.5488104895667223,0.46544422825578596,0.23058496650412777,0.8936420102713469,0.5314615843200589,1.0,0.3277799532993553,0.3187365794918647,0.3390118936187381
LC,0.1650385703682461,0.22819954343382018,0.19718680150121737,0.1282783928977621,0.22451187895433217,0.2608248242380379,0.02707640933162291,0.20851833457207558,0.20375167771366196,0.19233939715825815,0.23090170829839568,0.13175539386141208,0.03194485945863899,0.40940115577413644,0.2269534165170009,0.27583632511696876,0.22780641247093802,0.3333485479639476,0.2035219872546088,0.3277799532993553,1.0,0.9571473805462238,0.9606122814391026
FC,0.16151355948295007,0.2194158421881127,0.19543355426135497,0.12356513634648922,0.21709814734135174,0.2544771446988413,0.027944479711621138,0.20143112797118612,0.19700407350657084,0.18645069338886056,0.22558720417482192,0.12196210071684796,0.021152731952172855,0.400318553892575,0.215978393190155,0.2623849924931215,0.2307263906505031,0.3251803100778245,0.19261559353749402,0.3187365794918647,0.9571473805462238,1.0,0.935696665756305
BC,0.17153905125550994,0.24444214284731347,0.20246500527355643,0.1426835662526972,0.23779975182093543,0.27542225867937686,0.02695855826376414,0.2252343423102344,0.21961667885311822,0.2083953736348802,0.24565791593544778,0.14833302217115052,0.04482911910786696,0.4160229109725278,0.24193152198484638,0.2887257451272329,0.22250212045871348,0.34201777374205866,0.215265828741095,0.3390118936187381,0.9606122814391026,0.935696665756305,1.0
