id1,id2,label
2065,6126,0
4043,3639,0
1230,2961,0
6632,1266,0
4645,600,0
1431,367,0
1974,2081,0
4004,1166,0
130,5603,0
3116,5767,0
6279,4462,1
6519,6983,0
514,2989,0
1682,6535,0
5972,71,0
7022,3823,0
5568,2938,0
542,1999,0
3213,21,0
6387,6604,0
2215,5003,0
3259,3405,0
5575,1293,1
5525,6058,1
1282,5431,0
4910,4120,0
7372,7076,0
3962,4620,1
451,1715,0
5613,7163,0
6830,6444,0
1165,3826,0
4736,7022,0
3038,205,0
2453,69,0
1525,2637,0
7389,5675,0
4380,692,0
722,5548,0
7384,6766,0
905,2775,0
5438,3753,0
5859,485,0
3840,5531,0
3701,1106,0
385,6682,0
5075,1494,0
7278,785,0
6591,5261,0
3690,3369,0
4287,7345,0
5503,3722,0
1570,5347,0
3580,15,0
3242,5725,0
2732,607,0
3610,4397,0
6071,4242,0
5304,3321,0
6446,2182,0
2194,4608,0
1855,6298,0
1561,6666,0
1989,5861,0
2773,3503,1
4149,2383,0
6902,4575,0
2594,3076,0
7267,7293,0
1208,2821,0
6161,2588,0
202,7198,0
5172,5655,0
7022,3897,0
3965,5308,0
3290,1815,0
6381,5655,0
199,6765,0
3192,5838,0
6625,4482,0
4372,4892,0
1864,785,0
3942,2933,0
4379,6359,0
7369,2316,0
524,5009,0
947,5607,0
1383,735,0
1274,3651,0
2285,2664,0
4085,13,0
511,848,0
697,4127,0
995,6215,0
7063,3195,0
6103,1659,0
2618,1549,0
5690,5551,0
4655,7025,0
7269,2312,0
4985,7295,0
6373,1905,0
2356,4278,0
7471,5619,0
3267,592,0
4312,3005,1
879,225,0
6552,2090,0
2521,5578,0
1339,6554,0
5054,971,0
6213,6548,0
1325,5370,0
1871,6396,0
3536,6243,0
0,5061,0
4983,2037,0
6814,5175,0
7274,6518,0
6517,919,0
4925,1553,0
3423,4856,0
1449,6635,0
5050,239,0
5664,2157,0
5796,2859,0
782,5214,0
7362,3899,0
1222,6301,0
3571,6327,0
6483,3061,0
3310,6606,0
5334,432,0
7392,2213,0
3791,3352,0
2992,2803,0
5303,6092,0
2974,2873,0
6044,1969,0
6605,5838,0
4911,626,0
1789,7087,0
3730,83,0
3817,1608,0
1941,2558,0
2665,7072,0
6808,4581,0
2991,2462,0
3889,6500,0
5880,4536,0
6453,7040,1
4580,2387,1
1874,2563,0
2977,288,1
5429,2462,0
5097,2301,0
5310,5980,0
2426,2331,0
2326,5995,0
3007,1099,0
745,1458,0
5690,523,0
4866,221,0
6470,1356,0
5946,1403,0
1479,1717,0
3985,3107,1
3360,2743,0
7394,6700,0
6071,4694,0
2964,2166,0
5070,3814,0
610,1055,0
2628,5203,0
2174,2050,0
6383,7236,0
4324,5028,0
4927,3084,0
2008,7146,0
7229,2348,0
3507,5493,0
4900,1097,0
947,2713,0
6213,4231,0
634,3628,0
2786,6706,0
893,5872,0
2069,1755,0
636,4413,1
6198,5113,0
4145,7304,0
1462,6060,0
3220,6513,0
2707,5396,0
1991,5658,0
6998,231,0
5804,1074,1
7237,6353,1
3066,1558,0
1433,4793,0
1185,6419,0
4201,6294,0
6990,5146,0
848,4510,0
4867,5559,0
1600,4414,0
3269,7047,0
5599,6608,0
3496,7368,0
114,6255,0
1395,1036,0
6347,2501,0
4267,7142,0
5089,5637,0
573,1110,0
1800,899,0
4587,663,0
337,4606,0
2579,6916,0
4947,2191,0
5431,2418,0
402,2071,0
1359,378,0
3358,1100,0
7117,110,0
1776,795,0
2404,6157,0
4636,2547,0
2604,577,0
2589,3232,0
633,1554,0
6075,6796,0
3576,4409,0
2958,2985,0
7341,3227,0
5801,4231,0
4450,705,0
7354,7344,0
6489,7464,0
4690,4334,0
4577,2826,0
6715,3252,0
7064,39,0
3347,2149,1
1826,799,1
2453,7212,0
1495,489,0
1672,5980,0
4796,4428,0
998,1635,0
5522,85,0
1966,5047,0
6340,3622,0
3698,2818,0
3063,2405,0
2389,116,0
2216,4723,0
2752,1833,0
6153,2268,0
5547,249,0
4417,4252,0
5306,4004,0
310,734,0
5190,6030,0
1406,7179,0
5013,6395,0
3395,4893,0
1131,884,0
5225,1504,0
186,1414,0
213,7197,0
6966,2559,0
4848,2944,0
5989,3441,0
1705,1907,0
7348,4529,0
7001,75,0
5152,1302,0
4948,1217,0
6716,6451,0
7062,6850,0
7348,1003,0
526,2403,0
3036,7029,0
7150,5677,0
6321,6125,0
16,2347,0
1124,5769,0
4406,2237,0
4512,2505,0
1949,4363,0
2813,2351,0
6497,2425,0
4457,1784,0
3711,2032,0
4437,5097,0
2437,6562,0
66,5656,0
3153,2309,1
1881,3261,0
1754,3143,0
5796,87,1
190,5378,0
3550,900,0
5225,4713,0
1854,593,0
6660,253,0
7254,4648,0
955,5992,0
6153,2388,1
6358,7152,0
6104,6959,1
1222,7456,0
6829,3823,1
2156,1403,0
5573,1962,0
198,7184,0
5829,3540,0
3552,277,0
1882,6203,0
1037,7026,0
6118,7119,0
2714,4108,0
470,5333,0
2344,6499,0
3261,2270,1
2392,5423,0
5567,5399,0
5691,1502,0
2174,1570,0
718,5669,0
6132,4343,0
7413,4717,0
2822,5100,1
5716,5533,0
5663,3971,0
4024,4765,0
7448,1224,0
2300,6502,0
2686,6049,0
6017,3004,0
374,6103,0
23,2923,0
2906,4326,0
6281,4725,1
1323,1354,1
6223,6622,0
3149,5677,0
6694,4435,0
5669,5885,0
2020,1369,0
5400,5303,0
5212,6439,0
3313,2282,0
5373,3398,1
1052,30,0
5483,1850,0
4749,413,0
2755,3059,1
4246,4356,0
6304,5245,0
6722,6466,0
5322,3145,0
1738,4581,0
5053,7006,0
260,1275,0
6611,6916,0
5263,3237,0
5084,1,0
1557,179,0
3861,6294,0
6462,3067,0
7319,744,0
5352,1577,0
1371,3193,1
2341,2857,0
4161,6728,0
1181,3482,0
1406,5662,0
4451,435,0
3166,4352,0
1898,96,0
6536,5928,0
3762,4264,0
2422,988,0
3670,6825,0
1457,2278,0
2236,4114,0
3590,4859,0
2860,5895,0
6251,2148,0
3632,2703,0
2760,571,0
4117,6602,0
72,411,0
3776,4770,0
6519,223,0
5320,7412,0
1719,5797,0
150,2764,0
3946,6639,0
513,4394,0
3590,1846,1
2304,4069,0
4272,6743,0
6925,7399,0
2200,1133,1
5588,4696,0
4809,1934,0
5206,7490,0
6429,29,0
7149,5317,0
4724,5605,0
4357,3984,0
4174,1025,0
3406,2608,0
470,4409,0
173,2465,0
5773,3600,0
3983,5792,1
3691,6927,0
3628,7074,0
4531,2865,0
2223,549,0
7171,4969,0
2551,976,0
3403,6768,0
2538,5665,0
1729,1582,0
2289,6988,0
1078,6563,0
4806,1367,0
5313,4534,0
1837,6057,0
6310,940,0
5794,2697,0
1903,69,0
718,3967,0
3553,6137,0
5913,1955,0
6213,5215,0
6897,2930,0
3168,4960,0
4198,6524,0
3280,7041,0
1046,7351,0
5124,1068,0
7284,696,0
5386,1243,1
2296,2143,0
2839,358,0
1859,6257,0
454,6257,0
2784,3883,0
564,5157,1
2409,1647,0
982,980,0
5077,5492,0
6671,6858,0
1933,252,0
2823,4037,0
835,4236,0
4072,3373,0
3110,5281,1
1906,3389,0
6131,1912,0
6823,7448,0
6210,1255,0
4133,64,1
1117,855,0
7365,7276,0
5959,2597,0
7303,218,0
2489,603,0
5903,1619,0
3743,2427,0
6304,3493,0
4128,509,0
4453,5156,0
1974,4216,0
6186,5610,0
6391,206,0
795,356,0
2375,3347,0
6910,7087,1
2464,1297,0
5853,3835,0
7220,3170,0
4771,409,0
3893,19,0
6893,2975,0
6509,4669,0
3955,5710,0
3084,1847,0
6862,6389,0
1306,5342,1
6468,788,0
365,64,0
264,500,0
4567,1213,0
2129,6579,0
230,5533,0
2801,2534,0
6925,6317,0
3408,3297,1
7482,6877,0
5769,5148,0
4125,7176,1
1829,7201,1
3188,6628,0
6869,5256,0
6033,5812,0
3725,6674,0
1117,7146,0
2587,2104,0
836,2213,0
1297,5984,0
2180,1097,0
996,7214,0
332,5290,0
5256,6589,0
3774,2733,0
3450,3062,0
7254,7038,0
3844,3051,0
2535,4016,0
3707,2436,0
2342,5023,0
1851,1396,0
4902,2300,0
6848,3661,0
3041,3202,0
3658,853,0
1965,2861,0
1532,1960,0
2006,2450,0
6839,4182,0
4236,7377,0
6021,3693,0
6280,7330,0
7387,5851,0
4436,2505,0
2466,4224,0
6718,5569,0
1186,6460,0
2945,5418,0
6802,1784,0
2853,586,0
1837,6570,0
3791,5770,0
5550,3650,0
4258,6404,0
6396,4232,0
945,131,0
4790,3380,0
7455,7491,0
7187,2148,0
3296,3497,0
2809,6057,0
414,1924,0
3743,5856,0
1417,5874,1
5939,5268,0
6543,6492,0
2498,5002,0
1145,3679,0
5480,5308,0
6535,5066,1
2004,4464,0
1902,160,0
2854,6048,0
2475,1586,0
4347,6841,0
3063,3342,0
6565,3458,0
2463,3396,0
5008,4853,0
2382,228,0
589,5491,0
3468,3999,0
2022,4244,0
244,5278,0
6200,935,1
2847,4123,0
4912,4893,0
533,570,0
1785,6743,0
1315,140,0
5782,2064,0
453,6486,0
6463,245,0
5925,2930,0
3842,1663,0
3277,5619,0
5558,1469,0
2426,1855,0
2619,2991,0
7363,2632,0
414,167,0
782,4923,0
4591,2630,0
5191,668,1
6585,5308,0
2029,3058,0
588,4200,0
270,2022,0
3742,4299,0
7254,39,0
464,6576,0
1048,2598,0
6823,79,0
4048,1055,0
1135,2999,0
5973,1527,1
3216,7297,0
5607,5985,0
4368,1550,0
390,6136,0
7397,7028,0
3525,3575,0
2332,3892,0
840,1869,0
4495,928,0
3738,5411,0
682,189,0
172,3575,0
6536,6363,0
2354,7118,0
3838,6872,1
1972,4826,1
3391,3089,1
5593,5967,0
5561,2599,0
825,5837,1
3171,3161,0
3406,3712,0
7231,4126,0
517,6790,0
682,2603,0
2225,2233,0
4457,7102,0
355,2632,0
5219,3664,1
5060,3529,0
1799,3563,0
2739,6492,0
1269,4833,0
691,4889,0
6706,4495,0
3759,6562,0
5338,6760,0
6752,1644,0
7455,5069,0
95,3084,0
2636,3387,0
390,298,0
948,3111,0
3224,7192,0
4446,5460,0
7463,312,0
741,2868,0
1763,1549,0
5182,5246,0
2141,1957,0
5241,140,0
6773,4289,0
108,2119,0
932,4620,0
6955,2396,0
6754,7025,0
3455,6196,0
7196,322,0
1848,7389,0
6787,2207,0
2260,6678,0
6650,954,1
4380,2228,0
6961,768,0
2224,5677,0
4183,1612,0
3103,5008,0
2389,7440,0
6205,6745,0
4463,1824,0
4539,5598,0
4930,2085,0
1882,4815,0
251,4800,0
1109,1179,0
830,3512,0
4653,4751,0
649,2689,0
2881,5236,0
7481,4403,0
2194,5259,0
2303,6999,0
4417,5259,0
974,7141,0
6641,3982,0
2144,7053,0
6967,3082,0
2650,2209,0
6533,6963,0
6628,3490,1
48,2326,1
6561,7167,0
6065,1839,0
4846,4639,0
2319,45,0
3697,1562,0
5602,1976,0
6503,1633,0
6486,1065,0
7273,3151,0
855,5129,0
2853,1161,0
6158,3172,0
1947,2498,0
1003,3326,0
2882,2971,1
3866,1726,0
5892,5537,0
7197,4716,0
711,3519,0
3792,3814,0
2536,981,0
7185,5374,0
618,4369,0
4183,1883,0
5962,4326,0
5172,3338,0
6511,805,0
457,97,0
2939,2667,0
1589,994,0
3209,3499,0
3572,4076,0
6471,4573,0
1169,6448,0
6766,3026,0
7292,1367,0
3782,6456,0
6957,3184,0
5017,3961,0
3708,6157,0
2313,5598,0
3186,3364,0
6808,1434,0
4177,4068,0
1061,929,0
7203,7355,0
20,7275,0
1477,1370,0
36,2323,0
3107,4432,0
3619,685,0
7194,245,0
7343,143,0
7137,6040,0
5304,2333,0
3524,2888,0
6348,5725,0
3528,6616,0
5229,1654,0
7476,871,0
3820,3209,0
3520,732,0
905,6146,0
6543,3444,0
7049,5448,0
2896,3865,0
4310,4015,0
1444,3912,0
2094,3644,0
102,7168,0
2739,2405,0
2915,1820,0
4880,2770,0
1473,2818,0
4584,5411,0
743,2028,0
723,6488,0
4092,2924,0
1438,2629,0
3139,3077,0
2599,7027,0
2243,5729,0
1137,6306,0
4613,6791,0
2945,963,0
327,2182,1
3347,3150,0
28,4511,0
2377,1923,0
6464,1940,0
6432,2616,0
3976,5354,0
6075,4696,0
3431,5,0
1881,3677,0
837,6080,0
2100,3719,0
5612,2046,0
6154,2635,0
668,6941,0
5871,3563,0
2073,2214,0
2526,510,1
3881,5766,0
4404,7076,0
3604,3974,0
6857,4013,0
11,5021,0
385,1015,0
6313,2428,0
1371,63,0
7260,2369,0
4939,3420,0
2799,6298,0
2035,3428,0
7154,3786,0
6551,3838,0
6239,6541,0
5652,1148,0
2344,7427,0
5937,4834,0
5788,2953,0
2198,6598,0
3340,3573,0
2646,3890,0
4750,183,1
4987,1219,0
6010,3658,0
6865,293,0
2813,897,0
6753,3686,0
4605,2890,0
4052,2158,0
5447,5331,0
4998,31,0
915,1664,0
607,1319,0
3908,3300,0
3809,3482,0
4488,1730,0
5667,2104,0
318,3137,0
65,131,0
6064,4445,0
2963,6398,0
2161,2165,0
7236,6103,0
106,7184,0
4593,4919,0
4902,4580,0
6152,124,0
4554,4888,0
4356,3636,0
6635,6020,0
6867,6343,0
4459,5477,0
5902,2595,0
7412,1413,0
4516,5794,0
3344,2357,0
7017,4364,0
7437,6964,0
4312,55,0
2006,5494,0
4143,5172,0
1060,727,0
2458,4876,0
3258,1281,0
7114,7107,0
2874,1012,0
4523,844,0
452,5161,0
5944,5471,0
3015,1936,0
1443,6100,0
2364,7452,0
4642,6567,1
1810,2053,0
5372,1951,0
6846,3635,0
4249,7315,0
5471,7431,0
3262,4536,0
4457,3089,0
2205,3431,0
7259,2195,0
900,3163,1
3539,5376,0
4121,5276,0
3706,6620,0
6708,7060,0
2319,5376,0
6529,883,0
5832,4403,1
4059,819,0
1146,3675,0
2686,4994,0
6619,1698,0
3362,5606,0
1457,5120,0
629,1444,0
2122,4644,0
194,2377,0
1158,1660,0
3391,2843,0
4574,6759,0
2872,6077,1
879,169,0
2194,5667,0
3545,2790,0
4863,6481,0
3862,6684,1
6671,2558,0
4591,1259,0
3176,2712,0
4855,1711,0
6023,1988,0
1698,2517,0
6760,880,0
6036,5037,1
2213,4838,0
5702,6172,0
5579,5645,0
7357,3073,0
1501,4407,1
1389,7135,0
2005,5383,0
1874,3481,0
5341,5846,0
5084,485,0
6065,1824,0
3917,3378,0
1034,3846,0
3955,4309,0
2319,364,0
3224,5538,0
1120,4573,0
232,4725,1
1914,1177,0
27,919,0
5719,7431,0
1051,5766,0
301,5393,0
5795,5942,0
5682,5452,0
318,5242,0
1709,1491,0
319,4625,0
4289,1950,0
1620,5395,1
4281,6470,0
1579,6991,0
2115,6099,0
3296,2240,0
646,1582,0
4889,43,0
6527,3465,0
347,6973,0
5422,7193,0
3447,4060,0
6661,4153,0
2082,5548,0
4346,1725,0
2735,5817,1
322,4305,0
285,7257,0
6786,6193,0
2328,1535,0
2139,5703,0
5530,5999,0
4300,7204,0
647,1885,0
1284,4627,0
2533,585,0
2889,7307,0
1790,6170,1
587,4899,0
474,1161,0
1181,4709,1
4167,5102,0
2032,51,0
573,6280,0
4292,3360,0
5464,6729,0
5516,788,0
6961,7007,0
496,6856,0
2059,2982,0
4060,7333,1
492,7277,0
5370,2669,0
4825,2831,0
6063,5081,0
5472,929,0
3197,905,0
627,6008,0
7271,2661,0
854,1691,0
4261,4383,1
3552,3476,0
7388,6459,0
395,6344,0
7374,4466,0
2194,2719,0
6131,2708,1
2319,215,0
5069,4250,0
3756,3096,0
609,5014,0
56,7249,0
5377,1439,0
428,5359,0
5886,5281,0
879,1029,0
846,6042,0
4311,7175,0
6633,2793,0
1064,2206,0
580,3540,0
3173,1512,0
1775,897,0
5051,475,0
6558,5161,0
5277,102,0
6319,532,0
5082,2867,0
5611,418,1
5249,3880,0
3236,6565,0
5909,6910,0
5912,6423,0
6778,5625,0
7277,2882,0
5280,6771,0
5620,3526,0
3976,768,0
6095,1175,0
4642,6496,0
1984,5215,0
579,6195,0
4817,5242,0
4603,4448,0
5564,6204,0
25,2231,0
3358,438,0
1091,2473,0
5086,3199,0
2317,2972,0
2398,3058,0
985,3172,0
5055,694,0
170,5386,0
7359,1007,0
3274,6367,0
6263,2961,0
1991,6246,0
2533,1562,0
7313,1086,0
6740,225,0
5550,2852,0
180,4296,0
5072,5640,0
619,6862,0
2825,3683,0
4377,1920,0
2763,7441,0
3156,7243,0
203,1188,0
5229,4824,0
5365,4207,0
6024,4169,0
5714,5582,0
2894,2781,0
4868,3071,0
6917,4581,0
5577,4496,0
432,3486,0
4484,4694,0
6471,500,0
5391,5671,0
2786,233,0
2173,5327,0
2277,2400,0
2908,1569,0
5585,4391,0
3601,6766,0
6944,1061,0
6453,7441,0
5808,2750,0
5089,642,0
2015,2477,0
463,6531,0
7112,6501,0
6841,3763,0
3627,5219,0
4058,5507,0
4618,6389,0
4393,6791,0
3507,6968,0
6231,164,0
5391,6396,1
2077,5126,0
108,1153,0
637,572,0
3221,238,0
6459,1596,0
1752,5484,0
2277,6454,0
2508,642,0
3576,7258,0
1642,65,0
322,4352,1
5545,1411,0
5397,1011,0
1276,368,0
6804,4134,0
6301,3324,1
3987,5851,0
3392,4020,0
5155,639,0
4858,6830,0
68,566,0
1645,6782,0
3555,3417,0
1965,2924,0
2102,3060,0
2967,6966,0
4771,5645,0
2916,5955,0
6021,6340,0
4570,3768,0
1700,3302,0
2749,7237,0
4542,1450,0
7035,6544,0
6911,7170,0
5920,4821,0
4402,5161,0
7464,7058,0
5226,650,1
4108,3549,0
2952,2329,0
6876,2720,0
6063,2133,0
1124,1522,0
3758,1790,0
7416,2401,0
5104,2126,0
4639,4832,0
6625,4460,0
5906,3924,0
776,583,0
3291,4935,0
1721,6282,0
2423,1817,0
3604,1653,0
540,3833,0
4069,1690,0
1799,6747,0
4274,3662,0
4713,4192,0
2786,2730,0
4172,1570,0
5249,2858,0
6336,4864,0
2662,6871,0
6619,384,0
2022,2997,0
7356,4902,0
1637,2988,0
5248,606,0
4543,3351,0
5863,5685,0
5497,698,0
945,122,0
3765,5392,0
5583,2204,1
618,3889,0
349,4709,0
2078,6311,0
483,3526,0
536,3483,0
3825,1983,1
4984,3409,0
3207,3418,0
5602,5314,0
5109,416,0
4429,6586,0
5892,6388,0
1998,7049,0
6530,5835,0
286,3521,0
4894,3042,0
1518,3595,0
5004,6249,0
725,5532,0
7368,3333,0
7296,7124,0
2012,3999,0
3014,4152,1
1592,4564,0
5338,533,0
3518,5046,0
3324,2600,0
3156,6547,0
3875,1432,0
7471,714,0
4323,1911,0
3816,7400,0
2483,4151,0
7474,4732,0
4272,1580,0
4668,2928,0
1484,1741,0
829,5787,0
6546,1009,0
1211,6188,0
7302,1137,0
731,3504,0
3824,3564,1
2718,7186,0
4088,3805,0
1851,967,0
172,2060,0
3371,1170,0
351,692,0
5076,4712,0
521,439,0
276,6449,0
4295,557,0
7372,3648,0
1135,620,0
4619,4537,0
6529,7419,0
5167,6783,0
1339,848,0
1841,400,0
1858,5747,0
4427,6482,0
3559,7316,0
3538,2713,0
5469,6776,0
106,259,1
6641,5142,0
4376,1721,0
2732,4704,0
3489,4059,0
4053,6306,0
5579,4173,0
3750,53,0
4210,4341,0
7350,53,0
6493,4923,0
7219,7023,0
7056,3511,0
3124,2506,0
6680,2259,0
4985,7106,0
6781,3360,0
1770,2510,0
2524,3998,0
3394,3604,0
1298,2971,0
2127,3789,0
5271,2262,0
3101,1646,1
2340,4471,0
294,2417,0
3061,3927,0
678,5885,0
2449,265,1
4741,6026,0
6019,5847,0
2779,6110,0
1739,812,0
2304,7020,0
3330,494,0
4711,481,0
1020,1433,0
263,6249,0
2066,1653,0
3061,6405,0
4680,5368,0
602,3119,0
5356,6805,0
3205,2927,0
5091,78,0
2521,2199,0
1193,3318,0
1907,2013,0
4853,4508,1
5348,2773,0
1484,4327,0
5338,2633,0
5486,2518,0
2728,971,0
2816,7134,0
3284,3420,0
5031,6758,0
6673,1727,0
2904,4439,0
5747,5562,0
607,6852,0
1732,5507,0
5225,7010,0
559,3666,0
3463,2062,0
7149,2000,1
5093,6030,1
4519,1664,0
4549,6330,0
254,2098,0
5031,2076,0
2679,6711,0
6988,1674,0
4993,2852,0
6154,4822,0
2410,3413,1
3775,6421,0
766,6915,0
5614,883,0
1313,5899,0
5857,2563,0
7253,802,0
808,1779,1
807,2484,0
2764,1549,0
3182,2247,0
3608,6856,0
6297,6331,0
2644,3441,0
3585,2271,0
4379,1408,0
2907,733,0
7103,3882,0
4480,4002,0
1081,1903,0
4905,1441,0
2310,1070,0
1335,5393,0
7188,2561,0
7079,4913,0
3507,605,0
6783,913,1
56,49,0
177,839,0
4887,5644,0
1023,626,0
5489,2353,0
5882,3450,0
6404,4348,0
3308,1137,0
7478,6417,1
6752,19,0
389,2227,0
1433,5655,0
3325,6407,0
1472,5721,0
6846,3486,0
4909,478,0
3017,3822,0
7084,7000,0
4712,5278,0
394,3297,0
2248,6890,0
6577,3772,0
778,6936,0
5502,1985,0
5719,1415,1
3008,4388,0
7454,7290,0
3487,4885,0
7492,6774,0
982,4009,0
7189,2369,0
1603,6842,0
3142,746,0
991,3004,0
6007,6695,0
3381,2090,0
1274,7134,0
4937,3453,0
3138,3695,0
5580,3350,1
5365,586,0
5486,4682,0
4879,119,0
4912,1585,0
2443,2890,0
5859,850,1
5075,2612,0
211,4536,0
5458,6597,0
6762,1783,0
3818,6404,0
308,7277,0
4865,2046,0
7305,6848,0
4271,2331,1
2928,7465,1
5370,7430,0
4760,2301,0
172,5322,0
1992,4810,0
226,5745,0
101,3104,0
2455,2711,0
5295,5511,0
1135,7215,0
7145,6218,0
2313,1017,0
4099,5725,0
6420,6935,0
4453,5918,0
2480,3550,0
964,4181,0
5344,6329,0
517,1149,0
718,5259,0
2830,5472,0
7092,5109,0
3982,6198,0
325,5507,0
4307,2284,1
2742,2882,0
6415,3073,0
640,6714,0
3095,4928,0
6923,3249,0
6998,4237,1
394,3936,0
4993,1720,0
3797,1214,0
3546,4362,0
6242,3252,0
2704,4529,0
127,658,0
5508,3668,0
6942,258,0
1560,4485,0
5220,4312,0
6169,1928,0
3082,2319,0
4088,6024,0
7219,1516,0
3200,5931,0
1897,1494,0
5363,5680,0
7343,6780,0
2406,6162,0
44,839,0
3710,674,0
1051,6342,0
7284,2718,0
6970,3715,0
3120,3858,0
1200,2011,0
5398,2566,0
7331,7198,0
2653,6297,0
3028,4489,1
2706,2757,0
4732,3505,0
3404,7207,0
5944,2616,0
4873,6844,0
7411,4571,0
2804,5437,0
992,6658,0
963,7211,0
7372,2863,0
4395,4696,0
3795,752,0
3068,3279,0
4417,3770,0
5938,4845,0
824,5003,0
1206,3457,0
1119,3834,0
7002,4906,0
3979,2182,0
6112,6852,0
573,1580,0
625,2566,0
1675,7428,0
5935,7461,0
6781,4969,0
4384,2365,0
4357,3834,0
5965,3717,0
2579,6956,0
7388,5891,0
2343,5573,0
3983,5968,0
1643,1741,0
5207,5700,0
6295,1905,0
4514,299,0
3659,6690,0
7359,5039,0
4374,5985,0
3232,1368,0
1650,6184,0
1937,3021,0
5523,6442,0
5857,6066,0
5340,5531,0
6652,4810,0
3801,293,0
2502,6330,0
1908,5593,0
2171,6336,0
3944,5238,0
4505,4137,1
1037,71,0
4292,5040,0
1543,5846,0
4805,6452,0
7412,6060,0
3643,329,0
3261,6381,0
3253,7211,0
4602,4852,0
4185,5219,0
4433,3230,0
6371,6153,0
6999,794,1
2615,2563,0
2081,170,0
4917,5897,0
297,6077,0
6843,7450,0
92,2969,0
7408,4644,0
4366,2911,0
6540,5271,0
430,6154,0
4458,1214,0
3403,238,0
2437,5671,0
1272,1136,0
6086,6318,0
4518,6898,0
5091,4009,0
5740,1659,0
7384,2244,0
4187,6367,0
5756,1417,0
3977,844,0
182,1569,0
3657,4030,0
6236,5066,0
5043,6283,0
6898,5213,1
6205,5746,0
4135,3676,0
5565,3133,0
1736,4499,0
6462,1527,0
3888,1961,0
1888,2434,0
904,7239,0
4901,4046,0
3224,637,0
2578,490,0
814,4997,0
4828,4800,0
4628,6698,0
6735,3005,0
6349,3103,1
5002,6851,0
4601,1047,0
2423,3659,0
6499,1718,0
4723,1794,0
5920,2804,0
4203,875,0
7129,5038,0
7103,2885,0
6414,3497,1
5191,4257,0
7004,2795,0
4927,3831,0
5058,3658,0
6091,6445,1
750,4151,0
2175,6324,0
5400,5337,0
6037,2754,0
5053,6008,0
1366,3809,0
3026,5175,0
2834,1811,0
7078,5939,0
1886,6498,0
3513,6311,0
3386,7116,0
4260,750,0
1579,2488,0
903,2220,0
2587,2311,1
6353,6195,1
4651,2022,0
4583,3735,0
5567,5771,0
2593,133,0
6552,835,0
1803,5658,0
591,7139,1
4945,311,0
4816,4394,0
1620,2590,0
4194,5825,0
4876,1466,0
5829,7170,0
4748,3147,1
6036,6801,0
2155,3880,0
2069,3214,0
7050,4585,0
1921,756,0
2342,250,0
5734,5257,0
2330,2099,0
566,5620,0
3717,2572,1
7007,3389,0
2801,738,0
1865,177,0
295,6484,0
46,340,0
2916,4327,0
3224,3823,0
4573,2047,0
178,1430,0
5740,4438,0
1565,5786,0
3572,3627,0
3181,924,0
5400,2647,0
2321,2089,0
1362,4153,0
3594,5115,0
5710,6589,1
5506,3279,1
4540,3250,0
3024,3697,1
5986,92,0
6258,7337,0
2880,6041,0
6016,7144,1
3898,5617,0
5012,3753,0
6825,6056,1
2514,3282,0
3577,5840,0
1250,6520,0
6082,1501,0
5438,2162,0
4018,5757,0
1788,4435,0
1603,4291,0
3055,1516,1
5549,6300,0
2349,7232,0
